Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Approved,total_applicant_income
Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,N,False,20233.0
Male,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,1.0,Rural,Y,True,7667.0
Female,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,Y,True,2917.0
Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,Y,True,5332.0
Female,No,0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,Y,True,2507.0
Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,1.0,Rural,Y,True,5746.0
Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,Y,True,5039.0
Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,Y,True,3717.0
Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,1.0,Urban,Y,True,4192.0
Female,No,1,Graduate,No,3541,0.0,112.0,360.0,1.0,Semiurban,Y,True,3541.0
Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,N,False,10000.0
Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y,True,4567.0
Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,Y,True,4531.0
Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,1.0,Rural,Y,True,6151.0
Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,Y,True,15000.0
Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N,False,13649.0
Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,Y,True,4917.0
Male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,Y,True,7978.0
Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,False,6784.0
Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y,True,2500.0
Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y,True,6177.0
Male,No,0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,Y,True,2935.0
Male,Yes,0,Graduate,No,63337,0.0,490.0,180.0,1.0,Urban,Y,True,63337.0
Male,Yes,1,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,Y,True,5938.0
Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,Y,True,7100.0
Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y,True,4160.0
Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,N,False,4234.0
Female,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N,False,2378.0
Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,Y,True,5783.0
Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,Y,True,3173.0
Male,Yes,2,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,Y,True,4913.0
Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y,True,4957.0
Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y,True,5251.0
Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,1.0,Semiurban,Y,True,10916.0
Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y,True,8875.0
Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,Y,True,9083.0
Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,N,False,12917.0
Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y,True,4749.0
Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N,False,5500.0
Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,Y,True,2928.0
Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y,True,11500.0
Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N,False,3875.0
Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N,False,4666.0
Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y,True,8334.0
Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N,False,4723.0
Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,Y,True,8667.0
Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,Y,True,7083.0
Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,1.0,Urban,Y,True,6046.0
Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,Y,True,6822.0
Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N,False,6216.0
Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N,False,2500.0
Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y,True,6325.0
Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N,False,24996.0
Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y,True,15759.0
Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,Y,True,5185.0
Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y,True,17196.0
Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N,False,5049.0
Female,No,0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,Y,True,4223.0
Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y,True,5740.0
Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y,True,13746.0
Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,1.0,Semiurban,Y,True,4310.0
Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N,False,3069.0
Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y,True,5391.0
Male,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,Y,True,5833.0
Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y,True,10173.0
Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y,True,6000.0
Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y,True,7167.0
Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N,False,4566.0
Male,No,1,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,Y,True,3667.0
Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y,True,3946.0
Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y,True,4750.0
Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y,True,5488.0
Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y,True,9167.0
Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y,True,9504.0
Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,1.0,Urban,Y,True,4698.0
Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y,True,3618.0
Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y,True,4500.0
Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,Y,True,3760.0
Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N,False,3180.0
Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y,True,4492.0
Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y,True,5568.0
Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N,False,3300.0
Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N,False,2889.0
Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N,False,2755.0
Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y,True,22500.0
Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y,True,1963.0
Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N,False,7441.0
Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y,True,4547.0
Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y,True,4567.0
Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y,True,2213.0
Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N,False,8300.0
Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N,False,81000.0
Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N,False,3867.0
Male,Yes,0,Graduate,No,6256,0.0,160.0,360.0,1.0,Urban,Y,True,6256.0
Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N,False,6096.0
Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y,True,4286.0
Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N,False,5386.0
Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y,True,2995.0
Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N,False,2600.0
Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N,False,21600.0
Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y,True,3798.0
Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y,True,4663.0
Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y,True,5829.0
Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,Y,True,3539.0
Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y,True,14880.0
Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,Y,True,6966.0
Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N,False,4606.0
Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y,True,5935.0
Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y,True,2936.12000084
Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y,True,2717.0
Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y,True,8624.0
Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N,False,6500.0
Male,No,0,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,Y,True,12876.0
Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y,True,4765.0
Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y,True,3750.0
Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y,True,3777.0
Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N,False,10416.0
Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y,True,7142.0
Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y,True,8724.0
Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y,True,9734.0
Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y,True,6700.0
Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y,True,37719.0
Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,1.0,Rural,Y,True,15666.0
Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y,True,4676.0
Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y,True,4652.0
Male,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,N,False,4915.0
Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N,False,5050.0
Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,1.0,Semiurban,N,False,4311.0
Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N,False,3564.0
Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,1.0,Urban,Y,True,3414.0
Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N,False,5681.0
Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y,True,4949.0
Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y,True,7085.0
Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y,True,3859.0
Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y,True,4301.0
Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N,False,6277.0
Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y,True,4354.0
Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N,False,8334.0
Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y,True,7740.0
Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y,True,5203.0
Female,No,1,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,Y,True,5191.0
Male,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N,False,4166.0
Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y,True,6000.0
Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N,False,4611.0
Female,Yes,2,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,Y,True,3127.0
Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,False,6784.0
Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y,True,5529.0
Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N,False,4153.0
Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y,True,4691.0
Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,1.0,Urban,Y,True,2500.0
Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y,True,10180.0
Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y,True,17539.0
Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y,True,8450.0
Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y,True,18917.0
Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y,True,4350.0
Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y,True,3095.0
Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y,True,5233.0
Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y,True,10833.0
Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y,True,8333.0
Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y,True,4394.0
Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N,False,3547.0
Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N,False,18333.0
Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y,True,6666.0
Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N,False,2435.0
Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,1.0,Semiurban,Y,True,5484.0
Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,1.0,Urban,Y,True,6464.0
Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y,True,3691.0
Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y,True,17263.0
Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N,False,5754.0
Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y,True,4239.0
Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y,True,4300.0
Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,1.0,Urban,Y,True,7482.0
Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y,True,2895.0
Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N,False,10699.0
Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y,True,4328.0
Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y,True,3159.0
Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y,True,10489.0
Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,1.0,Rural,N,False,9352.0
Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y,True,5297.0
Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y,True,7926.0
Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,1.0,Urban,Y,True,27500.0
Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y,True,5492.0
Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y,True,13262.0
Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N,False,4885.0
Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y,True,8069.0
Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y,True,5318.0
Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N,False,8796.0
Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N,False,9481.0
Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y,True,6894.0
Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y,True,3663.0
Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N,False,6598.0
Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N,False,3400.0
Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y,True,3934.0
Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y,True,2500.0
Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y,True,7101.0
Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y,True,15114.0
Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y,True,17500.0
Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,Y,True,3775.0
Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y,True,6715.0
Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y,True,3981.0
Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y,True,6783.0
Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,1.0,Rural,Y,True,6525.0
Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,Y,True,4281.0
Male,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,N,False,3588.0
Male,No,1,Graduate,No,11250,0.0,196.0,360.0,1.0,Semiurban,N,False,11250.0
Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y,True,18165.0
Male,No,0,Not Graduate,No,2550,2042.0,126.0,360.0,1.0,Rural,Y,True,4592.0
Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y,True,10039.0
Male,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y,True,3617.0
Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N,False,3453.0
Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y,True,6417.0
Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y,True,7453.0
Female,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,N,False,2138.0
Female,No,1,Graduate,No,3652,0.0,95.0,360.0,1.0,Semiurban,Y,True,3652.0
Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y,True,4763.0
Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,1.0,Semiurban,Y,True,3680.0
Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,Y,True,4718.0
Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N,False,3358.0
Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y,True,4309.0
Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N,False,5000.0
Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y,True,4801.0
Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y,True,6583.0
Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N,False,4787.0
Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N,False,7859.0
Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,Y,True,6500.0
Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,1.0,Urban,Y,True,4292.0
Male,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,Y,True,10139.0
Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,Y,True,6556.0
Female,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,Y,True,6486.0
Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y,True,3917.0
Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y,True,19484.0
Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,Y,True,7977.0
Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y,True,5800.0
Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N,False,8799.0
Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,1.0,Rural,Y,True,4467.0
Male,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y,True,3333.0
Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,N,False,5900.0
Female,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N,False,2378.0
Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N,False,5230.0
Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y,True,5167.0
Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y,True,16666.0
Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,N,False,7750.0
Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N,False,6406.0
Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y,True,3620.0
Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y,True,5968.0
Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y,True,4014.0
Male,No,0,Graduate,No,3182,2917.0,161.0,360.0,1.0,Urban,Y,True,6099.0
Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y,True,6540.0
Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N,False,35673.0
Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y,True,3166.0
Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,1.0,Rural,N,False,1880.0
Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N,False,4704.0
Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N,False,7283.0
Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y,True,3819.0
Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y,True,2165.0
Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N,False,2726.0
Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y,True,6416.0
Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N,False,6000.0
Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y,True,7159.0
Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y,True,16120.0
Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y,True,3833.0
Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N,False,7383.0
Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y,True,9963.0
Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y,True,5780.0
Female,No,3+,Graduate,No,416,41667.0,350.0,180.0,1.0,Urban,N,False,42083.0
Male,Yes,0,Not Graduate,No,2894,2792.0,155.0,360.0,1.0,Rural,Y,True,5686.0
Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y,True,5703.0
Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y,True,7977.0
Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y,True,12000.0
Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y,True,5900.0
Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y,True,5398.0
Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y,True,5182.0
Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y,True,2900.0
Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y,True,4106.0
Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y,True,8312.0
Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y,True,7583.0
Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N,False,4583.0
